mean_speed,max_acceleration,course_changes,modal
4.622533,2.137585,12,moto
10.078734,4.16907,13,moto
5.810751,1.256953,29,moto
4.532357,5.911503,11,moto
2.60391,0.552629,10,moto
1.422612,0.094476,19,moto
9.693206,2.421862,4,moto
6.769825,6.283412,6,moto
5.86099,4.297514,7,moto
3.243727,2.444904,2,moto
4.594668,1.611761,0,moto
5.416719,3.122281,0,moto
2.704719,2.518767,0,moto
6.05977,2.318931,11,moto
11.320855,1.282228,15,moto
11.060238,2.076245,19,moto
9.374153,1.487683,6,moto
10.978725,1.2326,9,moto
6.754903,3.828267,12,moto
3.320746,2.878904,4,moto
7.963062,2.163501,28,moto
6.6103,3.22248,6,moto
4.990992,2.916375,7,moto
4.636263,1.680041,16,moto
5.280857,1.16439,11,moto
4.205037,2.137854,7,moto
1.044227,1.498971,4,moto
5.341992,3.142168,8,moto
0.42101,1.639153,8,moto
0.737795,1.631755,12,moto
7.286083,2.736768,9,moto
3.08149,1.26469,4,moto
6.24711,3.219956,4,moto
4.879905,2.90967,2,moto
4.617128,0.991969,0,moto
5.362975,2.255177,6,moto
1.386566,0.114661,24,bike
1.147895,0.526669,34,bike
3.189257,0.445267,23,bike
2.609016,0.455908,38,bike
4.562219,0.589288,33,bike
3.566166,0.48505,34,bike
3.616771,0.257223,35,bike
3.137391,1.252718,41,bike
3.042163,0.329514,38,bike
2.458524,1.449042,43,bike
4.204848,0.437984,8,bike
1.96431,1.211992,8,bike
3.118171,0.646679,32,bike
2.618565,1.168602,32,bike
3.665418,0.090537,39,bike
2.791853,0.549076,31,bike
3.820497,1.407334,24,bike
3.515294,0.116409,34,bike
3.325183,0.129527,46,bike
1.048828,0.524327,14,bike
3.168548,0.191211,19,bike
3.774436,0.158856,22,bike
3.42261,0.620523,29,bike
3.928472,0.240697,31,bike
3.779343,0.845553,47,bike
5.043836,0.117521,36,bike
4.488429,0.288415,30,bike
4.021303,0.513755,35,bike
3.001546,0.890256,43,bike
3.704339,0.235343,33,bike
1.839327,0.71753,29,bike
3.385559,1.018063,24,bike
3.436584,0.215572,34,bike
4.196817,0.208144,22,bike
4.061325,0.087967,35,bike
3.940923,0.237425,20,bike
2.728093,0.771067,23,bike
1.85701,0.59402,20,bike
0.363686,2.802779,11,bike
0.127107,0.541674,4,bike
0.346393,1.068612,12,bike
0.199274,1.065587,9,bike
0.318847,0.572023,13,bike
1.666586,0.534887,33,bike
3.11652,0.189678,39,bike
3.274365,0.111899,34,bike
0.266715,0.483716,13,bike
2.109854,0.214444,53,bike
1.260571,0.853751,47,bike
1.02745,0.323819,34,bike
0.48714,0.311751,9,bike
0.719083,0.674537,21,bike
0.92245,0.406862,19,bike
1.487638,0.919614,30,bike
3.286077,0.109905,21,bike
3.132565,0.209259,27,bike
2.997568,1.145217,25,bike
2.939536,1.160753,24,bike
3.061169,0.265074,25,bike
3.649658,0.298185,26,bike
3.086281,0.855212,23,bike
2.998126,0.116271,30,bike
2.641344,1.493908,27,bike
3.909958,1.388218,25,bike
2.551174,0.648961,4,bike
0.778298,0.205067,3,bike
0.432876,0.551519,0,bike
2.828704,0.205037,9,bike
3.799164,0.49672,0,bike
3.81766,0.086415,2,bike
3.751602,0.058786,0,bike
3.268484,0.214253,29,bike
3.577178,0.478445,17,bike
3.575582,0.70965,6,bike
2.219999,0.336864,34,bike
0.362879,0.331919,22,bike
2.651796,1.59973,16,bike
3.72796,0.10486,22,bike
1.113373,0.409454,17,bike
0.162496,0.237527,5,bike
1.621171,2.23401,40,bike
0.747308,0.735148,16,bike
3.307831,0.901043,30,bike
3.966191,0.743165,34,bike
3.311419,0.120586,33,bike
3.725616,0.08228,28,bike
4.213599,0.262142,36,bike
5.094615,0.088015,29,bike
4.866275,0.220702,32,bike
4.06501,0.219209,34,bike
3.831444,0.960344,40,bike
4.099482,0.190653,5,bike
3.137285,0.853452,12,bike
4.224715,0.858057,5,bike
3.952831,0.282819,5,bike
3.826496,0.134827,7,bike
3.701089,0.465177,20,bike
3.192894,0.209801,12,bike
2.040986,0.611165,9,bike
3.28317,0.122353,18,bike
2.776376,1.446375,23,bike
2.081001,0.807433,4,bike
1.316533,0.013567,0,bike
0.446189,0.20135,10,bike
0.461155,0.232437,17,bike
2.703838,0.50296,23,bike
3.680434,0.946723,26,bike
1.734261,1.531494,29,bike
2.997781,0.206619,29,bike
3.386896,0.104968,24,bike
2.089854,0.81399,19,bike
3.363519,0.105985,30,bike
4.642598,1.32623,25,bike
4.669473,0.843592,36,bike
3.742189,0.88294,24,bike
3.872938,0.196082,32,bike
3.535763,0.56736,31,bike
2.537801,0.112088,22,bike
3.241085,0.255025,28,bike
4.07927,0.172375,18,bike
2.697369,0.213177,30,bike
2.658977,0.093369,21,bike
2.635196,0.142592,28,bike
3.073095,0.155859,32,bike
2.919004,0.230021,24,bike
4.346192,0.733029,33,bike
1.655142,0.109727,16,bike
0.371529,0.51442,10,bike
0.022072,0.649913,0,bike
2.273621,1.138734,18,bike
4.398782,0.163968,30,bike
3.994617,0.149809,30,bike
0.232929,0.446149,6,bike
0.023128,0.37841,1,bike
0.524745,0.699237,9,bike
3.253159,0.718944,33,bike
4.406586,0.096285,28,bike
4.661174,0.120385,30,bike
4.099813,0.37167,31,bike
3.759728,0.134031,28,bike
4.211107,1.290217,33,bike
4.212113,0.113328,36,bike
3.565853,0.216086,39,bike
3.807729,0.11145,28,bike
4.176931,0.057377,11,bike
4.322458,0.048846,21,bike
3.321685,0.133347,40,bike
3.340524,0.483401,35,bike
1.344141,0.726946,16,bike
3.220121,1.267017,35,bike
2.538193,0.14548,37,bike
1.693494,0.397878,27,bike
0.199022,0.824428,23,bike
1.941712,0.219746,47,bike
0.897219,0.65941,29,bike
1.628469,1.541511,30,bike
4.047803,0.315462,36,bike
4.522038,0.501428,31,bike
4.230102,0.288904,31,bike
3.896115,0.224518,20,bike
4.464728,0.297324,26,bike
3.799687,0.71429,31,bike
4.092778,1.032549,27,bike
4.504334,0.257834,33,bike
2.348621,0.262385,39,bike
1.707795,1.026188,35,bike
2.466838,1.17984,35,bike
1.069505,0.882063,24,bike
2.68952,0.728069,27,bike
4.384843,0.166856,18,bike
4.753887,0.060427,18,bike
4.020643,0.182948,29,bike
3.123295,2.014602,32,bike
1.462133,0.475256,16,bike
3.346774,0.853921,30,bike
3.822881,0.325899,33,bike
0.816842,0.485134,14,bike
